,date,symbol,open,close,low,high,volume
528,2019-02-08,,1586,1588.22,1566.756,1588.59,5649888
529,2019-02-11,,1600.98,1591,1586,1609.29,3301240
530,2019-02-12,,1604,1638.01,1598.88,1639.395,4830487
531,2019-02-13,,1647,1640,1637.1063,1656.38,3545096
532,2019-02-14,,1624.5,1622.65,1606.061,1637.9,4106555
533,2019-02-15,,1627.86,1607.95,1604.5,1628.9099,4333397
534,2019-02-19,,1601,1627.58,1600.56,1634,3671821
535,2019-02-20,,1630,1622.1,1610.12,1634.93,3314310
536,2019-02-21,,1619.85,1619.44,1600.91,1623.56,3460682
537,2019-02-22,,1623.5,1631.56,1621.17,1634.94,3090342
538,2019-02-25,,1641.45,1633,1630.3873,1654.6,3169190
539,2019-02-26,,1625.98,1636.4,1616.1335,1639.99,2657019
540,2019-02-27,,1628.18,1641.09,1615.1,1641.81,3141146
541,2019-02-28,,1635.25,1639.83,1633.83,1651.77,3016008
542,2019-03-01,,1655.13,1671.73,1651,1674.26,4661618
543,2019-03-04,,1685,1696.17,1674.36,1709.43,6154237
544,2019-03-05,,1702.95,1692.43,1689.01,1707.8,3667977
545,2019-03-06,,1695.97,1668.95,1668.28,1697.75,3984996
546,2019-03-07,,1667.37,1625.95,1620.51,1669.7534,4945564
547,2019-03-08,,1604.01,1620.8,1586.57,1622.72,4659945
548,2019-03-11,,1626.12,1670.62,1626.01,1672.285,3797298
549,2019-03-12,,1669,1673.1,1660.98,1684.265,3562993
550,2019-03-13,,1683,1690.81,1679.35,1700,3540837
551,2019-03-14,,1691.2,1686.22,1684.34,1702,2937759
552,2019-03-15,,1703,1712.36,1693.13,1718.8,7538300
553,2019-03-18,,1712.7,1742.15,1712.63,1750,5403392
554,2019-03-19,,1753.51,1761.85,1753.51,1784.16,6339232
555,2019-03-20,,1769.94,1797.27,1767.0338,1799.5,6153806
556,2019-03-21,,1796.26,1819.26,1787.281,1823.75,5740075
557,2019-03-22,,1810.17,1764.77,1763.11,1818.98,6347858
558,2019-03-25,,1757.79,1774.26,1747.5,1782.6751,5098182
559,2019-03-26,,1793,1783.76,1773.3598,1805.77,4848654
560,2019-03-27,,1784.13,1765.7,1745.68,1787.5,4316646
561,2019-03-28,,1770,1773.42,1753.47,1777.93,3030860
562,2019-03-29,,1786.58,1780.75,1776.63,1792.86,3316831
563,2019-04-01,,1800.11,1814.19,1798.73,1815.67,4173480
564,2019-04-02,,1811.02,1813.98,1805.121,1820,3435556
565,2019-04-03,,1826.72,1820.7,1809.62,1830,3923043
566,2019-04-04,,1820.65,1818.86,1804.2,1828.75,3614013
567,2019-04-05,,1829,1837.28,1825.19,1838.58,3628458
568,2019-04-08,,1833.23,1849.86,1825.11,1850.2,3745428
569,2019-04-09,,1845.49,1835.84,1831.78,1853.09,3703283
570,2019-04-10,,1841,1847.33,1828.81,1848,2951939
571,2019-04-11,,1848.7,1844.07,1840.31,1849.95,2623197
572,2019-04-12,,1848.4,1843.06,1841.3,1851.5,3090899
573,2019-04-15,,1842,1844.87,1818.9,1846.85,3710653
574,2019-04-16,,1851.35,1863.04,1848,1869.77,3036907
575,2019-04-17,,1872.99,1864.82,1860.44,1876.473,2838130
576,2019-04-18,,1868.79,1861.69,1859.48,1870.82,2745002
577,2019-04-22,,1855.4,1887.31,1845.64,1888.42,3361162
578,2019-04-23,,1891.2,1923.77,1889.58,1929.26,4632169
579,2019-04-24,,1925,1901.75,1898.16,1929.6899,3618382
580,2019-04-25,,1917.004,1902.25,1900.31,1922.45,5625972
581,2019-04-26,,1929,1950.63,1898,1951,8396605
582,2019-04-29,,1949,1938.43,1934.09,1956.335,4000052
583,2019-04-30,,1930.1,1926.52,1906.95,1935.71,3492929
584,2019-05-01,,1926.52,1911.52,1910.55,1943.64,3116964
585,2019-05-02,,1911.52,1900.82,1881.87,1921.55,3962915
586,2019-05-03,,1900.82,1962.46,1936,1964.4,6381564
587,2019-05-06,,1962.46,1950.55,1910.5,1959,5417841
588,2019-05-07,,1950.55,1921,1903.38,1949.101,5902134
589,2019-05-08,,1921,1917.77,1910,1935.37,4078568
590,2019-05-09,,1917.77,1899.87,1876,1909.4,5308263
591,2019-05-10,,1899.87,1889.98,1856,1903.79,5717994
592,2019-05-13,,1889.98,1822.68,1818,1846.535,5783410
593,2019-05-14,,1822.68,1840.12,1815.75,1852.44,4629107
594,2019-05-15,,1840.12,1871.15,1823,1874.427,4692642
595,2019-05-16,,1871.15,1907.57,1882.29,1917.51,4707822
596,2019-05-17,,1907.57,1869,1867.33,1910.53,4736618
